rank,primary_isbn13,publisher,title,author,category,pub_date,Amazon Product ID,Amazon Rating,Amazon Rating Total,Amazon Price
8,9781984880994,Pamela Dorman,THE MAN WHO DIED TWICE,Richard Osman,Hardcover Fiction,2021-10-17,B08YRM9NBM,4.7,9852.0,13.99
10,9781250279316,St. Martin's,THE SANTA SUIT,Mary Kay Andrews,Hardcover Fiction,2021-10-17,B08ZLN1DDC,4.5,4139.0,10.99
4,9780593230770,Random House,NO CURE FOR BEING HUMAN,Kate Bowler,Hardcover Nonfiction,2021-10-17,0593230779,4.6,1283.0,22.99
12,9780306874352,Hachette,"YOURS CRUELLY, ELVIRA",Cassandra Peterson,Hardcover Nonfiction,2021-10-17,B09DDBJYFZ,4.8,1839.0,0.0
13,9780593191798,Portfolio,MY LIFE IN FULL,Indra Nooyi,Hardcover Nonfiction,2021-10-17,059319179X,4.7,834.0,13.99
9,9780525561996,Viking,RATIONALITY,Steven Pinker,Hardcover Nonfiction,2021-10-17,0525561994,4.4,589.0,15.99
6,9780062979933,Dey Street,YOU GOT ANYTHING STRONGER?,Gabrielle Union with Kevin Carr O’Leary,Hardcover Nonfiction,2021-10-10,B0944CQT53,4.7,1115.0,0.0
4,9781250217349,Tor,UNDER THE WHISPERING DOOR,TJ Klune,Hardcover Fiction,2021-10-10,B0879GPLKD,4.5,3085.0,13.99
10,9780593297254,Viking,DAUGHTER OF THE MORNING STAR,Craig Johnson,Hardcover Fiction,2021-10-10,B08Y6D74GY,4.7,5279.0,14.99
13,9781250272812,St. Martin's,FORGOTTEN IN DEATH,J.D. Robb,Hardcover Fiction,2021-10-10,B08R2KNYVW,4.8,13793.0,9.99
5,9780063080010,Harper,UNCONTROLLED SPREAD,Scott Gottlieb,Hardcover Nonfiction,2021-10-10,006308001X,4.6,505.0,20.7
10,9781250621733,Flatiron,UNBOUND,Tarana Burke,Hardcover Nonfiction,2021-10-10,B08YBVW6G4,4.8,840.0,0.0
7,9781982176525,Avid Reader,COUNTDOWN BIN LADEN,Chris Wallace with Mitch Weiss,Hardcover Nonfiction,2021-10-10,1982176520,4.6,1661.0,13.99
14,9781250272003,St. Martin's,HOW TO SAVE A LIFE,Lynette Rice,Hardcover Nonfiction,2021-10-10,1250272009,4.4,822.0,14.99
8,9781324001935,Norton,FUZZ,Mary Roach,Hardcover Nonfiction,2021-10-10,1324001933,4.5,1233.0,12.99
15,9780593329825,Riverhead,THE PAPER PALACE,Miranda Cowley Heller,Hardcover Fiction,2021-10-10,B08NFT8N8F,4.2,18170.0,13.99
15,9781501183690,Threshold Editions,THE LONG SLIDE,Tucker Carlson,Hardcover Nonfiction,2021-10-10,B096GCMFGD,4.8,2366.0,0.0
14,9781250145260,Minotaur,THE MADNESS OF CROWDS,Louise Penny,Hardcover Fiction,2021-10-10,1250145260,4.5,19771.0,14.0
9,9780525658818,Knopf,THE SPECKLED BEAUTY,Rick Bragg,Hardcover Nonfiction,2021-10-10,0525658815,4.8,1127.0,12.99
15,9780316187244,Orbit,THE WISDOM OF CROWDS,Joe Abercrombie,Hardcover Fiction,2021-10-03,B09BNZKPTY,4.7,3355.0,0.0
14,9781524798659,Ballantine,MALIBU RISING,Taylor Jenkins Reid,Hardcover Fiction,2021-10-03,B08HY4KKB5,4.2,26103.0,13.99
12,9781594634499,Riverhead,MATRIX,Lauren Groff,Hardcover Fiction,2021-10-03,1594634491,4.2,3343.0,13.99
8,9781250245281,St. Martin's,EMPIRE OF THE VAMPIRE,Jay Kristoff,Hardcover Fiction,2021-10-03,1250245281,4.7,1483.0,14.99
14,9780385547215,Doubleday,BEAUTIFUL COUNTRY,Qian Julie Wang,Hardcover Nonfiction,2021-10-03,B08SMRHW4C,4.4,2126.0,0.0
7,9781982160593,Gallery,WHERE TOMORROWS AREN'T PROMISED,Carmelo Anthony with D. Watkins,Hardcover Nonfiction,2021-10-03,1982160594,4.8,629.0,14.0
8,9780374286675,"Farrar, Straus & Giroux",WILDLAND,Evan Osnos,Hardcover Nonfiction,2021-10-03,0374286671,4.7,585.0,18.6
12,9780525562177,Viking,TRAVELS WITH GEORGE,Nathaniel Philbrick,Hardcover Nonfiction,2021-10-03,0525562176,4.4,428.0,14.99
11,9780316499873,"Little, Brown",THE NOISE,James Patterson and J.D. Barker,Hardcover Fiction,2021-09-26,B096BLGTLB,3.7,6133.0,0.0
10,9781982137366,Atria,THE NIGHT SHE DISAPPEARED,Lisa Jewell,Hardcover Fiction,2021-09-26,B08WHGPGTQ,4.4,8801.0,0.0
15,9781250204479,Minotaur,THE HERON'S CRY,Ann Cleeves,Hardcover Fiction,2021-09-26,B08R2KFNRL,4.4,3810.0,14.99
6,9781250266101,Flatiron,ROCK PAPER SCISSORS,Alice Feeney,Hardcover Fiction,2021-09-26,B09RMD6MQD,5.0,10.0,0.0
14,9781250802569,Flatiron,L.A. WEATHER,María Amparo Escandón,Hardcover Fiction,2021-09-26,B08QGL8XQ6,3.7,888.0,14.99
4,9781982158248,Simon & Schuster,THIS BRIGHT FUTURE,Bob Hall,Hardcover Nonfiction,2021-09-26,1982158247,4.9,521.0,13.5
14,9780593230251,Random House,CASTE,Isabel Wilkerson,Hardcover Nonfiction,2021-09-26,0593230256,4.8,37377.0,14.79
13,9780593330258,Portfolio,ORDINARY HEROES,Joseph Pfeifer,Hardcover Nonfiction,2021-09-26,0593330250,4.8,710.0,16.59
6,9781982159009,Simon & Schuster,THE AFGHANISTAN PAPERS,Craig Whitlock,Hardcover Nonfiction,2021-09-26,1982159006,4.6,1149.0,14.99
9,9781538704196,Grand Central,FOREVER YOUNG,Hayley Mills,Hardcover Nonfiction,2021-09-26,1538704196,4.5,1108.0,21.58
8,9781982165734,Simon & Schuster,THE AMERICAN EXPERIMENT,David M. Rubenstein,Hardcover Nonfiction,2021-09-26,1982165731,4.6,145.0,15.99
10,9781250278456,St. Martin's,THE RECKONING,Mary L. Trump,Hardcover Nonfiction,2021-09-19,1643137999,4.4,18.0,27.95
11,9780399590504,Random House,EDUCATED,Tara Westover,Hardcover Nonfiction,2021-09-19,0399590501,4.7,59410.0,13.0
13,9781101947333,Knopf,ALL IN,Billie Jean King with Johnette Howard and Maryanne Vollers,Hardcover Nonfiction,2021-09-19,1101947330,4.6,620.0,15.0
14,9780393881554,Norton,THE PREMONITION,Michael Lewis,Hardcover Nonfiction,2021-09-19,0393881555,4.7,13350.0,13.75
15,9781546090786,Center Street,"WOKE, INC.",Vivek Ramaswamy,Hardcover Nonfiction,2021-09-19,1546090789,4.7,1978.0,16.99
12,9781524746728,Dutton,DOPAMINE NATION,Anna Lembke,Hardcover Nonfiction,2021-09-19,B08LQZCGDJ,4.5,1112.0,0.0
9,9781984821492,Delacorte,COMPLICATIONS,Danielle Steel,Hardcover Fiction,2021-09-19,B08LMT1RZF,4.4,5458.0,14.99
14,9780765387561,Tor/Forge,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Hardcover Fiction,2021-09-19,B08PY23N5S,4.5,2599.0,0.0
12,9780062942937,Harper,THE LOVE SONGS OF W.E.B. DU BOIS,Honorée Fanonne Jeffers,Hardcover Fiction,2021-09-19,B08F7RSXPD,4.6,2295.0,14.99
11,9780316540711,"Little, Brown",THE PRESIDENT'S DAUGHTER,Bill Clinton and James Patterson,Hardcover Fiction,2021-09-19,B089DMG5M6,4.6,21170.0,0.0
10,9781984820464,Ballantine,WE WERE NEVER HERE,Andrea Bartz,Hardcover Fiction,2021-09-19,B08M31H56D,4.0,7051.0,13.99
15,9781982128685,Atria,LIGHTNING STRIKE,William Kent Krueger,Hardcover Fiction,2021-09-19,B08LDWY46J,4.7,4930.0,12.99
8,9781538719268,Twelve,THE MASTER,Christopher Clarey,Hardcover Nonfiction,2021-09-12,1538719266,4.6,459.0,21.0
3,9781541730335,PublicAffairs,HERO OF TWO WORLDS,Mike Duncan,Hardcover Nonfiction,2021-09-12,B08TKXTKVY,4.8,613.0,0.0
10,9781538736708,Grand Central,BLOODLESS,Douglas Preston and Lincoln Child,Hardcover Fiction,2021-09-12,B08PV5J8BT,4.4,7467.0,14.99
14,9780593298947,Penguin Press,I ALONE CAN FIX IT,Carol Leonnig and Philip Rucker,Hardcover Nonfiction,2021-09-12,0593298942,4.7,10947.0,14.42
12,9780063001824,Broadside,THE AUTHORITARIAN MOMENT,Ben Shapiro,Hardcover Nonfiction,2021-09-05,B08MLBTTJV,4.9,2982.0,0.0
14,9780063018952,Dey Street,BREATHE,Rickson Gracie with Peter Maguire,Hardcover Nonfiction,2021-09-05,B08X1JSBDZ,4.8,1383.0,0.0
15,9781250178602,St. Martin's,THE FOUR WINDS,Kristin Hannah,Hardcover Fiction,2021-09-05,B0882VNQKS,4.5,90123.0,0.0
14,9780316420082,"Little, Brown",GOLDEN GIRL,Elin Hilderbrand,Hardcover Fiction,2021-09-05,0316420085,4.5,21419.0,14.5
12,9780062834867,Harper,THE CELLIST,Daniel Silva,Hardcover Fiction,2021-09-05,B08L3NB7FL,4.0,20785.0,14.99
10,9781982175160,Gallery,CHASING THE BOOGEYMAN,Richard Chizmar,Hardcover Fiction,2021-09-05,B08LDY63RX,4.4,3121.0,14.99
15,9780063049086,Broadside,HOW I SAVED THE WORLD,Jesse Watters,Hardcover Nonfiction,2021-09-05,0063049082,4.7,10255.0,17.69
3,9780306924125,Hachette,GIANNIS,Mirin Fader,Hardcover Nonfiction,2021-08-29,0306924129,4.8,622.0,25.49
5,9780063079427,Harper,"HERE, RIGHT MATTERS",Alexander Vindman,Hardcover Nonfiction,2021-08-29,0063079429,4.8,2130.0,13.49
13,9780316296618,"Little, Brown",THE BOMBER MAFIA,Malcolm Gladwell,Hardcover Nonfiction,2021-08-29,9124120162,5.0,1.0,89.72
15,9781250273659,St. Martin's,KILLING THE MOB,Bill O'Reilly and Martin Dugard,Hardcover Nonfiction,2021-08-29,125027365X,4.6,10070.0,14.48
13,9781982104122,Emily Bestler/Atria,BLACK ICE,Brad Thor,Hardcover Fiction,2021-08-29,B08LDWSKZT,4.6,10681.0,14.99
11,9781984880550,Pamela Dorman,NOT A HAPPY FAMILY,Shari Lapena,Hardcover Fiction,2021-08-29,B08R1CZ966,4.2,8037.0,14.99
10,9781538751961,Grand Central,BLIND TIGER,Sandra Brown,Hardcover Fiction,2021-08-29,B08VJ3V57N,4.5,6282.0,14.99
9,9780063004085,Morrow,VORTEX,Catherine Coulter,Hardcover Fiction,2021-08-29,B08N18WD7Q,4.7,6884.0,14.99
14,9780316561693,"Little, Brown",ALL THE FREQUENT TROUBLES OF OUR DAYS,Rebecca Donner,Hardcover Nonfiction,2021-08-22,031656169X,4.6,723.0,26.99
15,9780593296905,Penguin Press,THIS IS YOUR MIND ON PLANTS,Michael Pollan,Hardcover Nonfiction,2021-08-22,B08RF1K2LD,4.5,1588.0,0.0
14,9780063049901,Ecco,AFTERPARTIES,Anthony Veasna So,Hardcover Fiction,2021-08-22,0063049902,4.4,416.0,17.99
13,9780593084908,Putnam,THE TURNOUT,Megan Abbott,Hardcover Fiction,2021-08-22,B08HY34S9N,3.7,1850.0,14.99
11,9781250796226,Celadon,WE ARE THE BRENNANS,Tracey Lange,Hardcover Fiction,2021-08-22,B08HHQHSNH,4.1,3179.0,13.99
13,9780374200091,"Farrar, Straus & Giroux",PUTTING IT TOGETHER,James Lapine,Hardcover Nonfiction,2021-08-22,0374200092,4.8,301.0,28.77
15,9781250244147,Flatiron,ONCE THERE WERE WOLVES,Charlotte McConaghy,Hardcover Fiction,2021-08-22,1250244145,4.5,1954.0,13.99
10,9781250304452,Celadon,THE MAIDENS,Alex Michaelides,Hardcover Fiction,2021-08-15,B07N9742J4,4.3,1131.0,0.0
13,9780385547680,Doubleday,SOOLEY,John Grisham,Hardcover Fiction,2021-08-15,B08TX4D8R5,4.5,30190.0,0.0
5,9781538734803,Twelve,"FRANKLY, WE DID WIN THIS ELECTION",Michael C. Bender,Hardcover Nonfiction,2021-08-15,B0977GT34X,4.4,2857.0,0.0
6,9781250830012,Holt,LANDSLIDE,Michael Wolff,Hardcover Nonfiction,2021-08-15,B092MY7HHD,4.3,4421.0,14.99
15,9780593101537,Berkley,THE PERSONAL LIBRARIAN,Marie Benedict and Victoria Christopher Murray,Hardcover Fiction,2021-08-15,0593101537,4.5,11502.0,18.88
12,9781984818782,Ballantine,IT'S BETTER THIS WAY,Debbie Macomber,Hardcover Fiction,2021-08-08,1953060250,4.5,4075.0,12.99
9,9781982177881,Avid Reader,FALLING,T.J. Newman,Hardcover Fiction,2021-08-08,1982177888,4.4,9414.0,13.3
8,9780062858092,Morrow,FALSE WITNESS,Karin Slaughter,Hardcover Fiction,2021-08-08,0062858092,4.4,7876.0,22.99
15,9780525555216,Dutton,THE ANTHROPOCENE REVIEWED,John Green,Hardcover Nonfiction,2021-08-08,B08GL11MDJ,4.8,4402.0,0.0
7,DORORIG000029,Audible Originals,HEAVEN'S RIVER,Dennis E Taylor,Audio Fiction,2020-11-01,B0009811TW,4.7,25110.0,7.95
11,DORORIG000747,Audible Originals,THE SANDMAN,Neil Gaiman and Dirk Maggs,Audio Fiction,2020-10-01,B0009811TW,4.7,25110.0,7.95
13,9780786581795,Penguin Audio,THE GREAT INFLUENZA,John M. Barry,Audio Nonfiction,2020-06-01,B000F2C6Y6,4.6,8828.0,0.0
7,DORORIG000144,Audible Originals,ESCAPE FROM VIRTUAL ISLAND,John Lutz,Audio Fiction,2020-05-01,B07VWB716R,4.1,23631.0,23.99
14,9781942833291,Flip City Media,SEPARATION GAMES,C D Reiss,E-Book Fiction,2017-01-22,B01M6VGJTC,4.6,548.0,5.99
13,9780061752728,HarperCollins,STATE OF FEAR,Michael Crichton,E-Book Fiction,2017-01-22,B000776JN8,4.3,3011.0,0.0
10,9780547345666,Houghton Mifflin Harcourt,THE HANDMAID'S TALE,Margaret Atwood,E-Book Fiction,2017-01-22,038549081X,4.4,51382.0,7.99
8,9780997263640,KT Publishing,COMMANDER IN CHIEF,Katy Evans,E-Book Fiction,2017-01-22,B01M6ASIN1,4.4,577.0,4.99
6,9780698156357,Penguin,SILVER BAY,Jojo Moyes,E-Book Fiction,2017-01-22,B00GSB2F5S,4.3,3944.0,9.99
5,9781627795951,Henry Holt,THE NORTH WATER,Ian McGuire,E-Book Fiction,2017-01-22,125011814X,4.3,2267.0,15.99
3,9780345459503,Ballantine,DISTANT SHORES,Kristin Hannah,E-Book Fiction,2017-01-22,B000FA64R8,4.4,4719.0,8.99
13,9781455587964,Grand Central,THE TELOMERE EFFECT,Elizabeth Blackburn and Elissa Epel,E-Book Nonfiction,2017-01-22,1455587974,4.5,1042.0,15.99
12,9780743298490,Simon & Schuster,SHOCKAHOLIC,Carrie Fisher,E-Book Nonfiction,2017-01-22,B0061YBLCU,4.5,740.0,0.0
4,9781420140668,Zebra,CRASH AND BURN,Fern Michaels,E-Book Fiction,2017-01-15,B01DRXCGDU,4.7,1549.0,0.0
6,9781101904237,Broadway,DARK MATTER,Blake Crouch,E-Book Fiction,2017-01-15,B0180T0IUY,4.5,14406.0,13.99
12,9781250075741,Flatiron,LOVE WARRIOR,Glennon Doyle Melton,E-Book Nonfiction,2017-01-15,B01BVU5IUE,4.6,5503.0,0.0
3,9781250069818,Flatiron,TRULY MADLY GUILTY,Liane Moriarty,E-Book Fiction,2017-01-15,B01GF36EF0,4.0,10147.0,0.0
1,9780316225953,"Little, Brown",THE WRONG SIDE OF GOODBYE,Michael Connelly,E-Book Fiction,2017-01-15,B01BU1ITMI,4.7,11767.0,9.99
9,9781466885806,Thomas Dunne,ALL THE UGLY AND WONDERFUL THINGS,Bryn Greenwood,E-Book Fiction,2017-01-15,1250153964,4.4,9332.0,8.59
7,9781466850606,St. Martin's,THE NIGHTINGALE,Kristin Hannah,E-Book Fiction,2017-01-15,B09KQWZTHQ,4.5,14.0,0.0
10,9780062416216,HarperCollins,THE ALCHEMIST,Paulo Coelho,E-Book Fiction,2017-01-15,0062315005,4.7,67078.0,8.89
11,9781101947142,Knopf,HOMEGOING,Yaa Gyasi,E-Book Fiction,2017-01-15,B015VACH4U,4.6,13013.0,11.99
8,9780804138154,Crown Archetype,WHY NOT ME?,Mindy Kaling,E-Book Nonfiction,2017-01-15,B00X690KZM,4.6,2973.0,0.0
7,9781101874943,Knopf,LAB GIRL,Hope Jahren,E-Book Nonfiction,2017-01-15,1101873728,4.5,2972.0,10.99
6,9780385535601,Doubleday,DARK MONEY,Jane Mayer,E-Book Nonfiction,2017-01-15,B01A7BVFZK,4.7,3393.0,0.0
5,9780553447446,Crown,EVICTED,Matthew Desmond,E-Book Nonfiction,2017-01-15,0553447459,4.7,4951.0,10.99
4,9781455565351,Grand Central,THE DAILY SHOW (THE BOOK),Chris Smith,E-Book Nonfiction,2017-01-15,B01M8QIIUT,4.6,472.0,0.0
14,9781488022661,Carina Press,EVERYTHING FOR HER,Alexa Riley,E-Book Fiction,2017-01-15,B01K3QKWVW,4.5,684.0,4.99
13,9780062414236,Ecco/HarperCollins,THE NEST,Cynthia D'Aprix Sweeney,E-Book Fiction,2017-01-15,B010LU8V8Q,3.8,4749.0,9.99
12,9781455569946,Forever,THE TROUBLE WITH DUKES,Grace Burrowes,E-Book Fiction,2017-01-08,B01N3JM4S8,4.3,426.0,0.0
14,9780345543028,Bantam,TURBO TWENTY-THREE,Janet Evanovich,E-Book Fiction,2017-01-08,B01B0K7EM0,4.5,8327.0,7.99
15,9781628727234,Arcade,THE HAMILTON AFFAIR,Elizabeth Cobbs,E-Book Fiction,2017-01-08,1628728558,4.5,2431.0,12.18
13,9780385537049,Doubleday,THE UNDERGROUND RAILROAD,Colson Whitehead,E-Book Fiction,2017-01-08,0345804325,4.5,18043.0,12.41
15,9780062494597,Harper/HarperCollins,SETTLE FOR MORE,Megyn Kelly,E-Book Nonfiction,2017-01-08,B01GGOJVL2,4.3,2640.0,0.0
14,9780425285183,Random House,TALKING AS FAST AS I CAN,Lauren Graham,E-Book Nonfiction,2017-01-08,163758167X,4.3,18.0,23.43
11,9781501135934,Scribner,SHOE DOG,Phil Knight,E-Book Nonfiction,2017-01-08,B01CRJA470,4.8,19281.0,0.0
10,9781501141539,Simon & Schuster,BORN TO RUN,Bruce Springsteen,E-Book Nonfiction,2017-01-08,B01BNVRATS,4.7,5166.0,0.0
9,9781455588206,Grand Central,TV (THE BOOK),Alan Sepinwall and Matt Zoller Seitz,E-Book Nonfiction,2017-01-08,1455588199,4.5,218.0,11.49
8,9780804178815,Delacorte,NIGHT SCHOOL,Lee Child,E-Book Fiction,2017-01-08,B019B6WTRU,4.3,13956.0,9.99
7,9780698410664,Putnam,TOM CLANCY TRUE FAITH AND ALLEGIANCE,Mark Greaney,E-Book Fiction,2017-01-08,B01CZCW4XG,4.6,2935.0,9.99
2,9781943772711,NYLA,ONE FELL SWEEP,Ilona Andrews,E-Book Fiction,2017-01-08,B01MSJJFAC,4.8,2704.0,4.99
13,9781501139901,Gallery Books,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,E-Book Nonfiction,2017-01-08,B01CPR9DIU,4.4,3239.0,0.0
6,9781101968116,Loveswept,MAX,Sawyer Bennett,E-Book Fiction,2017-01-01,B01D7CP3OK,4.7,500.0,7.99
11,9780698190757,Berkley,ISLAND OF GLASS,Nora Roberts,E-Book Fiction,2017-01-01,B01CZCW26K,4.8,4239.0,8.99
10,9780451488701,Intermix,DARK CRIME,Christine Feehan,E-Book Fiction,2017-01-01,B01C3PTT74,4.7,1062.0,2.99
14,9780997120172,Teddy Harrison,MOONSHADOW,Thea Harrison,E-Book Fiction,2017-01-01,B01MU0NADE,4.5,599.0,0.0
8,9781942847045,WGW Books,NAUGHTY BOSS,Whitney G,E-Book Fiction,2017-01-01,B01MRP9120,4.2,2295.0,0.0
8,9781493018901,Lyons Press,THE SANTA CLAUS MAN,Alex Palmer,E-Book Nonfiction,2017-01-01,1493008447,3.7,69.0,20.64
2,9781946136039,HTJB,LIGHT AFTER DARK,Marie Force,E-Book Fiction,2017-01-01,B01N3LA31B,4.8,803.0,4.99
12,9780316362450,"Little, Brown",FILTHY RICH,James Patterson and John Connolly with Tim Malloy,E-Book Nonfiction,2017-01-01,1455542644,4.2,2540.0,10.3
1,9780062381705,Morrow/HarperCollins,THE SEVENTH PLAGUE,James Rollins,E-Book Fiction,2017-01-01,B01D8K63NG,4.6,1994.0,7.99
12,9781250116475,Holt,SUPERFICIAL,Andy Cohen,E-Book Nonfiction,2016-12-25,B01K5Q6WFK,4.1,691.0,0.0
6,9780062645371,Morrow,ALL THE GALLANT MEN,Donald Stratton with Ken Gire,E-Book Nonfiction,2016-12-25,0062645358,4.8,1281.0,22.77
15,9780316319997,"Little, Brown",THE CHRISTMAS MYSTERY,James Patterson with Richard DiLallo,E-Book Fiction,2016-12-25,B01DSTTRMG,4.4,849.0,3.99
12,9781101632093,Penguin,MRS. HEMINGWAY,Naomi Wood,E-Book Fiction,2016-12-25,B00FX7R8XW,4.2,821.0,4.99
10,9781101884867,Loveswept,SOMEONE LIKE YOU,Lauren Layne,E-Book Fiction,2016-12-25,B014BR4A3A,4.6,406.0,6.99
8,9780997263619,KT Publishing,WOMANIZER,Katy Evans,E-Book Fiction,2016-12-25,B01KYEL8YI,4.5,577.0,4.99
4,9780316217637,Orbit,BABYLON'S ASHES,James S A Corey,E-Book Fiction,2016-12-25,B01D53NR9O,4.6,6493.0,0.0
3,9780698193284,Ballantine,BLOOD VOW,J R Ward,E-Book Fiction,2016-12-25,B01CWZGA4U,4.8,2856.0,8.99
14,9781455595754,Center Street,RIVER OF TIME,Naomi Judd with Marcia Wilkie,E-Book Nonfiction,2016-12-25,145559573X,4.5,340.0,15.99
3,9781250121011,St. Martin's,BEHIND CLOSED DOORS,B A Paris,E-Book Fiction,2016-12-18,1250132363,4.3,27618.0,8.8
14,9781939996466,Denise Grover Swank,FAMILY JEWELS,Denise Grover Swank,E-Book Fiction,2016-12-18,B01LBS7H50,4.5,1448.0,2.99
11,9780553897845,Bantam,A GAME OF THRONES,George RR Martin,E-Book Fiction,2016-12-18,0997678410,4.4,25.0,14.95
10,9780062250827,Harper,THE FLAME BEARER,Bernard Cornwell,E-Book Fiction,2016-12-18,B01JGP2MHS,4.8,2027.0,0.0
14,9781101906859,Crown Forum,ENHANCED INTERROGATION,James E Mitchell with Bill Harlow,E-Book Nonfiction,2016-12-18,1101906847,4.7,525.0,23.31
13,9781250115652,Flatiron,KATHY GRIFFIN'S CELEBRITY RUN-INS,Kathy Griffin,E-Book Nonfiction,2016-12-18,B01K5NU4RK,4.1,588.0,0.0
12,9781501117237,Touchstone,SCRAPPY LITTLE NOBODY,Anna Kendrick,E-Book Nonfiction,2016-12-18,B01ETUKWOU,4.6,2388.0,0.0
1,9781455520701,Grand Central,TWO BY TWO,Nicholas Sparks,E-Book Fiction,2016-12-18,B01KGK5KH6,4.5,10451.0,0.0
7,9781101622742,Penguin,THE BOYS IN THE BOAT,Daniel James Brown,E-Book Nonfiction,2016-12-18,B00D67EOMO,4.8,28954.0,0.0
5,9780062268372,Dey Street/Morrow,YES PLEASE,Amy Poehler,E-Book Nonfiction,2016-12-18,B00MP22QRQ,4.3,5207.0,0.0
6,9780062101204,Morrow/HarperCollins,ORPHAN TRAIN,Christina Baker Kline,E-Book Fiction,2016-12-18,0061950726,4.6,24268.0,11.77
15,9780698193673,Berkley,WHEN ALL THE GIRLS HAVE GONE,Jayne Ann Krentz,E-Book Fiction,2016-12-18,B01COJUHBQ,4.5,860.0,5.99
4,9780698163454,Penguin,JAMES MADISON,Lynne Cheney,E-Book Nonfiction,2016-12-11,B00JRHEHO2,4.6,836.0,0.0
10,9781250022127,Minotaur,A GREAT RECKONING,Louise Penny,E-Book Fiction,2016-12-11,B01BBXF0HC,4.8,7212.0,9.99
5,9780062316103,Harper,SAPIENS,Yuval Noah Harari,E-Book Nonfiction,2016-12-11,B0741F3M7C,4.6,51560.0,0.0
11,9780062415820,Dey Street,NOTORIOUS RBG,Irin Carmon and Shana Knizhnik,E-Book Nonfiction,2016-12-11,B00TP0554W,4.8,4590.0,14.99
12,9780698188365,Blue Rider Press,THE PRINCESS DIARIST,Carrie Fisher,E-Book Nonfiction,2016-12-11,B01AAXYD54,4.4,2982.0,0.0
2,9780316387859,"Little, Brown",THE CHEMIST,Stephenie Meyer,E-Book Fiction,2016-12-11,B01LZMGSKX,4.4,6090.0,0.0
15,9780698185395,Riverhead,THE GIRL ON THE TRAIN,Paula Hawkins,E-Book Fiction,2016-12-11,1594634025,4.1,87948.0,7.48
13,9780062320247,Harper,THE BLACK WIDOW,Daniel Silva,E-Book Fiction,2016-12-11,B016UE6KTO,4.6,8138.0,9.99
12,9781681196336,Bloomsbury Spark,OUT OF BOUNDS,Lauren Blakely,E-Book Fiction,2016-12-11,B06XJ8Z6ZC,4.5,295.0,0.0
14,9780307589385,Crown,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,E-Book Nonfiction,2016-12-11,1400052181,4.7,15603.0,12.1
12,9780307889805,Crown/Archetype,TESTIMONY,Robbie Robertson,E-Book Nonfiction,2016-12-04,0307889793,4.6,1240.0,13.69
3,9780062436726,Morrow,CHAOS,Patricia Cornwell,E-Book Fiction,2016-12-04,B01BKD6YYQ,4.0,4916.0,7.99
6,9780399575525,Putnam,ODESSA SEA,Clive Cussler and Dirk Cussler,E-Book Fiction,2016-12-04,B01COJUGQ2,4.6,2288.0,8.99
7,9781501108600,Simon & Schuster,THE SLEEPING BEAUTY KILLER,Mary Higgins Clark and Alafair Burke,E-Book Fiction,2016-12-04,B01E4BC1VQ,4.7,2068.0,0.0
11,9781942832034,JKB,SWEET CHEEKS,K Bromberg,E-Book Fiction,2016-12-04,B01N0CLG7U,4.6,931.0,2.99
15,9780997552942,VanScoy,MISCHIEF AND THE MASTERS,Cherise Sinclair,E-Book Fiction,2016-12-04,B01N3KTNP2,4.7,589.0,5.99
6,9781250132932,Thomas Dunne/St. Martin’s,OUR REVOLUTION,Bernie Sanders,E-Book Nonfiction,2016-12-04,B01M03PIKA,4.8,1575.0,0.0
14,9780698198067,Portfolio,THE ROAD TO RUIN,James Rickards,E-Book Nonfiction,2016-12-04,1591848083,4.6,848.0,13.29
8,9780307886866,Crown,JUST BABIES,Paul Bloom,E-Book Nonfiction,2016-11-27,0307886859,4.4,263.0,13.99
13,9781466836952,"Farrar, Straus & Giroux",THE UNWINDING,George Packer,E-Book Nonfiction,2016-11-27,0374534608,4.4,1132.0,11.65
14,9781101608487,Viking,WHITE TRASH,Nancy Isenberg,E-Book Nonfiction,2016-11-27,B016JPTQ9U,4.4,2839.0,14.99
5,9781101595954,Penguin,THE SIGNAL AND THE NOISE,Nate Silver,E-Book Nonfiction,2016-11-27,B007V65R54,4.5,1815.0,11.99
3,9781466867512,St. Martin's,THIS WAS A MAN,Jeffrey Archer,E-Book Fiction,2016-11-27,B01BSNQJIY,4.6,7516.0,9.99
6,9780062463562,Avon Impulse,ONE SNOWY NIGHT,Jill Shalvis,E-Book Fiction,2016-11-27,B01CY36WHK,4.4,516.0,0.99
8,9781429952118,Tor,AT THE SIGN OF TRIUMPH,David Weber,E-Book Fiction,2016-11-27,B01MTK9SC9,4.5,973.0,0.0
9,9780692527771,Rutherford,WRONG,Jana Aston,E-Book Fiction,2016-11-27,B015ZZEYWE,4.3,3660.0,0.0
14,9780698411340,Signet,SOMEONE TO LOVE,Mary Balogh,E-Book Fiction,2016-11-27,B01BK0SQ36,4.5,1316.0,7.99
15,9781942834205,EverAfter,SAY YOU WANT ME,Corinne Michaels,E-Book Fiction,2016-11-27,B01M4S2AJK,4.7,1757.0,0.0
5,9780698406216,Jove,LEOPARD'S FURY,Christine Feehan,E-Book Fiction,2016-11-27,B01BK0SPU0,4.8,1026.0,8.99
