rank,primary_isbn13,publisher,title,category,pub_date,Amazon Product ID,Amazon Price,Amazon Rating,Amazon Rating Total
16,9780393087727,Norton,WHITEY BULGER,Combined Print Nonfiction,2013-03-17,0393087727,25.88,4.6,479.0
15,9780307408853,Crown Publishing,IN THE GARDEN OF BEASTS,Combined Print Nonfiction,2013-03-17,9124090506,44.98,5.0,1.0
20,9780451233967,Penguin Group,STAY CLOSE,Combined Print Fiction,2013-03-17,B005GSYXYK,7.99,4.4,3233.0
10,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Combined Print Fiction,2013-03-10,B00A2ZHF3I,0.0,4.8,9276.0
20,9780307950659,Knopf Doubleday Publishing,DEATH COMES TO PEMBERLEY,Combined Print Fiction,2013-03-10,B006IL6WPM,0.0,3.8,2482.0
12,9780345505736,Random House Publishing,GUILT,Combined Print Fiction,2013-03-10,B009QJNRZQ,9.99,4.4,1669.0
13,9780812993806,Random House Publishing,TENTH OF DECEMBER,Combined Print Fiction,2013-03-10,0812993802,14.5,3.9,1959.0
15,9781616386108,FrontLine,THE HARBINGER,Combined Print Fiction,2013-03-10,0736980172,21.26,4.8,558.0
17,9780770437855,Crown Publishing,THE DINNER,Combined Print Fiction,2013-03-10,0385346859,14.49,3.5,3904.0
18,9780345525550,Random House Publishing,THE LANGUAGE OF FLOWERS,Combined Print Fiction,2013-03-10,0345525558,10.99,4.5,7268.0
20,9781400067664,Random House Publishing,THOMAS JEFFERSON,Combined Print Nonfiction,2013-03-10,B0089EHKE8,16.99,4.6,2700.0
19,9780670024872,Penguin Group,WHY PRIESTS?,Combined Print Nonfiction,2013-03-10,0670024872,16.37,4.0,213.0
13,9780770435622,Broadway Books,LADY ALMINA AND THE REAL DOWNTON ABBEY,Combined Print Nonfiction,2013-03-10,0770435629,14.99,4.5,2493.0
17,9781439150221,Simon & Schuster,LONG SHOT,Combined Print Nonfiction,2013-03-10,B00B9F9ZCY,0.0,4.2,193.0
18,9781476707624,Gallery Books,DRINKING AND TWEETING,Combined Print Nonfiction,2013-03-10,B086MCR16D,0.0,4.5,2813.0
19,9781476717463,Atria/Emily Bestler Books,WARM BODIES,Combined Print Fiction,2013-03-10,147671746X,0.0,4.6,3000.0
18,9781594487156,Penguin Group,TO SELL IS HUMAN,Combined Print Nonfiction,2013-03-03,B00AE9V9MA,0.0,4.5,2180.0
14,9780062238399,HarperCollins Publishers,REMEMBERING WHITNEY,Combined Print Nonfiction,2013-03-03,B00AZMGGAQ,0.0,4.5,1036.0
20,9780743270755,Simon & Schuster,TEAM OF RIVALS,Combined Print Nonfiction,2013-03-03,B00518Z5DS,0.0,4.8,5758.0
6,9780812992946,Random House Publishing,FUTURE,Combined Print Nonfiction,2013-03-03,0812992946,19.93,4.4,326.0
13,9780316211178,"Little, Brown & Company",PRIVATE BERLIN,Combined Print Fiction,2013-03-03,B007ZFIOUG,9.99,4.4,2798.0
17,9780399161483,Penguin Group,SUSPECT,Combined Print Fiction,2013-03-03,B008RCZLNO,8.99,4.6,3372.0
18,9780525953074,Penguin Group,TOUCH AND GO,Combined Print Fiction,2013-03-03,B00AYKHRO8,0.0,4.6,2360.0
19,9780770437855,Crown Publishing Group,THE DINNER,Combined Print Fiction,2013-03-03,0385346859,14.49,3.5,3904.0
20,9780399159725,Penguin Group,THE NIGHT RANGER,Combined Print Fiction,2013-03-03,B008U45VZC,9.99,4.4,731.0
16,9781400069286,Random House Publishing,THE POWER OF HABIT,Combined Print Nonfiction,2013-02-24,B007EJSMC8,0.0,4.6,18616.0
15,9780465028115,Basic Books,THEORETICAL MINIMUM,Combined Print Nonfiction,2013-02-24,0465075681,16.68,4.3,637.0
20,9780670024810,Penguin Group,THE WORLD UNTIL YESTERDAY,Combined Print Nonfiction,2013-02-24,B00AE9V8QW,0.0,4.3,711.0
17,9781451656039,Simon & Schuster,TEN YEARS LATER,Combined Print Nonfiction,2013-02-24,1451656033,17.12,4.5,327.0
12,9780062248473,HarperCollins Publishers,BEYOND BELIEF,Combined Print Nonfiction,2013-02-24,B00B9E5GQ4,0.0,4.4,3410.0
19,9780446571869,"Little, Brown & Company",KILL ME IF YOU CAN,Combined Print Fiction,2013-02-24,B00495ZCQ4,9.99,4.5,1429.0
18,9780425267042,Penguin Group,RUSH,Combined Print Fiction,2013-02-24,B00AI5APLQ,7.99,4.2,2443.0
20,9781439165317,Simon & Schuster,A DEEPER LOVE INSIDE,Combined Print Fiction,2013-02-24,1439165327,11.49,4.6,7328.0
10,9780345530882,Random House Publishing,UNTIL THE END OF TIME,Combined Print Fiction,2013-02-24,0345530896,6.79,4.5,2625.0
17,9780440245223,Random House Publishing,BETRAYAL,Combined Print Fiction,2013-02-24,B005BUG6TI,7.99,4.6,2223.0
5,9780446585187,Grand Central Publishing,HITMAKER,Combined Print Nonfiction,2013-02-17,B00B90MIUA,0.0,4.0,78.0
17,9781400067619,Random House Publishing,ENGINEERS OF VICTORY,Combined Print Nonfiction,2013-02-17,B004J4WNMG,11.99,4.2,493.0
14,9780385344036,Random House Publishing,SPEAKING FROM AMONG THE BONES,Combined Print Fiction,2013-02-17,B008ZPG8XK,4.99,4.8,1021.0
16,9780446553971,Grand Central Publishing,THE FIFTH ASSASSIN,Combined Print Fiction,2013-02-17,B007ZFIW44,7.99,4.2,1264.0
17,9781400052189,Crown Publishing,THE IMMORTAL LIFE OF HENRIETTA LACKS,Combined Print Nonfiction,2013-02-10,1400052181,12.1,4.7,15598.0
16,9780399161643,Penguin Group,THE DUDE AND THE ZEN MASTER,Combined Print Nonfiction,2013-02-10,0399161643,25.02,4.5,471.0
14,9781591844754,Penguin Group,MY SHARE OF THE TASK,Combined Print Nonfiction,2013-02-10,1982160276,21.0,4.5,830.0
7,9780061957918,HarperCollins Publishers,EVER AFTER,Combined Print Fiction,2013-02-10,B00A2ZIP0A,0.0,4.8,1972.0
15,9781451640205,Simon & Schuster,THE THIRD BULLET,Combined Print Fiction,2013-02-10,B006VFZPBW,8.99,4.1,1551.0
16,9780446571784,Grand Central,PRIVATE: #1 SUSPECT,Combined Print Fiction,2013-02-10,0446571784,15.99,4.5,2068.0
17,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,Combined Print Fiction,2013-02-10,B009UX6DYA,0.0,4.4,20380.0
18,9780385350280,Knopf Doubleday Publishing,THE TWELVE TRIBES OF HATTIE,Combined Print Fiction,2013-02-10,B00AIAL89E,0.0,4.2,2201.0
