rank,primary_isbn10,primary_isbn13,publisher,title,author,category,pub_date
11,,9781488211690,Harlequin Audio,LOCAL WOMAN MISSING,Mary Kubica,Audio Fiction,2021-07-01
12,,9780593346808,Penguin Audio,PEOPLE WE MEET ON VACATION,Emily Henry,Audio Fiction,2021-07-01
13,,9781250802378,Macmillan Audio,LEGACY,Nora Roberts,Audio Fiction,2021-07-01
14,,9781250262356,Macmillan Audio,THE MAIDENS,Alex Michaelides,Audio Fiction,2021-07-01
15,,9780593408674,Random House Audio,TOM CLANCY: TARGET ACQUIRED,Don Bentley,Audio Fiction,2021-07-01
1,,DBKADBL051843,Audible Studios,PROJECT HAIL MARY,Andy Weir,Audio Fiction,2021-06-01
2,,9781797123196,Simon & Schuster Audio,THE LAST THING HE TOLD ME,Laura Dave,Audio Fiction,2021-06-01
3,,9781250317247,Macmillan Audio,THE FOUR WINDS,Kristin Hannah,Audio Fiction,2021-06-01
4,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-06-01
5,,9780593459294,Random House Audio,SOOLEY,John Grisham,Audio Fiction,2021-06-01
6,1549135457,9781549135453,Hachette Audio,21ST BIRTHDAY,James Patterson and Maxine Paetro,Audio Fiction,2021-06-01
7,,9780593413708,Random House Audio,WHILE JUSTICE SLEEPS,Stacey Abrams,Audio Fiction,2021-06-01
8,,9781797117157,Simon & Schuster Audio,THE DEVIL'S HAND,Jack Carr,Audio Fiction,2021-06-01
9,,9781250802378,Macmillan Audio,LEGACY,Nora Roberts,Audio Fiction,2021-06-01
10,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2021-06-01
11,1549160583,9781549160585,Hachette Audio,A GAMBLING MAN,David Baldacci,Audio Fiction,2021-06-01
12,0062943499,9780062943491,HarperAudio,THE ROSE CODE,Kate Quinn,Audio Fiction,2021-06-01
13,,9780593346808,Penguin Audio,PEOPLE WE MEET ON VACATION,Emily Henry,Audio Fiction,2021-06-01
14,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2021-06-01
15,,9781797122106,Simon & Schuster Audio,THAT SUMMER,Jennifer Weiner,Audio Fiction,2021-06-01
1,,9781797117157,Simon & Schuster Audio,THE DEVIL'S HAND,Jack Carr,Audio Fiction,2021-05-01
2,,9781250317247,Macmillan Audio,THE FOUR WINDS,Kristin Hannah,Audio Fiction,2021-05-01
3,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-05-01
4,,9780593348208,Penguin Audio,OCEAN PREY,John Sandford,Audio Fiction,2021-05-01
5,1549160583,9781549160585,Hachette Audio,A GAMBLING MAN,David Baldacci,Audio Fiction,2021-05-01
6,,9781508251200,Simon & Schuster Audio,THE TERMINAL LIST,Jack Carr,Audio Fiction,2021-05-01
7,,9780593459294,Random House Audio,SOOLEY,John Grisham,Audio Fiction,2021-05-01
8,0062943499,9780062943491,HarperAudio,THE ROSE CODE,Kate Quinn,Audio Fiction,2021-05-01
9,,9780593396889,Random House Audio,THRAWN ASCENDANCY: GREATER GOOD,Timothy Zahn,Audio Fiction,2021-05-01
10,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2021-05-01
11,,9781797121758,Simon & Schuster Audio,LATER,Stephen King,Audio Fiction,2021-05-01
12,,9781543661262,Brilliance Audio,WIN,Harlan Coben,Audio Fiction,2021-05-01
13,,DBKADBL053923,Audible Studios,BLOODLINE,Will Wight,Audio Fiction,2021-05-01
14,150826774X,9781508267744,Simon & Schuster Audio,TRUE BELIEVER,Jack Carr,Audio Fiction,2021-05-01
15,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2021-05-01
1,,9781797121758,Simon & Schuster Audio,LATER,Stephen King,Audio Fiction,2021-04-01
2,,9781250317247,Macmillan Audio,THE FOUR WINDS,Kristin Hannah,Audio Fiction,2021-04-01
3,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-04-01
4,,9781797119205,Simon & Schuster Audio,LIFE AFTER DEATH,Sister Souljah,Audio Fiction,2021-04-01
5,,9781543661262,Brilliance Audio,WIN,Harlan Coben,Audio Fiction,2021-04-01
6,0062943499,9780062943491,HarperAudio,THE ROSE CODE,Kate Quinn,Audio Fiction,2021-04-01
7,,9780593349298,Random House Audio,KLARA AND THE SUN,Kazuo Ishiguro,Audio Fiction,2021-04-01
8,1423325052,9781423325055,Brilliance Audio,FIREFLY LANE,Kristin Hannah,Audio Fiction,2021-04-01
9,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2021-04-01
10,,9780593347300,Penguin Audio,WILD SIGN,Patricia Briggs,Audio Fiction,2021-04-01
11,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2021-04-01
12,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2021-04-01
13,,9780593396964,Random House Audio,READY PLAYER TWO,Ernest Cline,Audio Fiction,2021-04-01
14,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2021-04-01
15,,9781797105833,Simon & Schuster Audio,ANXIOUS PEOPLE,Fredrik Backman,Audio Fiction,2021-04-01
1,,9781250317247,Macmillan Audio,THE FOUR WINDS,Kristin Hannah,Audio Fiction,2021-03-01
2,1423325052,9781423325055,Brilliance Audio,FIREFLY LANE,Kristin Hannah,Audio Fiction,2021-03-01
3,,9781250787828,Macmillan Audio,FAITHLESS IN DEATH,J.D. Robb,Audio Fiction,2021-03-01
4,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-03-01
5,,9781980085720,Recorded Books,A COURT OF SILVER FLAMES,Sarah J. Maas,Audio Fiction,2021-03-01
6,,9780593396964,Random House Audio,READY PLAYER TWO,Ernest Cline,Audio Fiction,2021-03-01
7,,9781501940781,Recorded Books,THE VISCOUNT WHO LOVED ME,Julia Quinn,Audio Fiction,2021-03-01
8,,9780593394885,Penguin Audio,THE SANATORIUM,Sarah Pearse,Audio Fiction,2021-03-01
9,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2021-03-01
10,,9781501938788,Recorded Books,THE DUKE AND I,Julia Quinn,Audio Fiction,2021-03-01
11,,9781501955846,Recorded Books,ROMANCING MISTER BRIDGERTON,Julia Quinn,Audio Fiction,2021-03-01
12,,9781501946127,Recorded Books,AN OFFER FROM A GENTLEMAN,Julia Quinn,Audio Fiction,2021-03-01
13,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2021-03-01
14,,DBKADBL053199,Audible Studios,RELENTLESS,Mark Greaney,Audio Fiction,2021-03-01
15,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2021-03-01
1,,9781501938788,Recorded Books,THE DUKE AND I,Julia Quinn,Audio Fiction,2021-02-01
2,,9780593215500,Random House Audio,STAR WARS: LIGHT OF THE JEDI,Charles Soule,Audio Fiction,2021-02-01
3,,9781501940781,Recorded Books,THE VISCOUNT WHO LOVED ME,Julia Quinn,Audio Fiction,2021-02-01
4,,9780593396964,Random House Audio,READY PLAYER TWO,Ernest Cline,Audio Fiction,2021-02-01
5,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2021-02-01
6,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-02-01
7,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2021-02-01
8,,9781501946127,Recorded Books,AN OFFER FROM A GENTLEMAN,Julia Quinn,Audio Fiction,2021-02-01
9,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2021-02-01
10,,9781797105833,Simon & Schuster Audio,ANXIOUS PEOPLE,Fredrik Backman,Audio Fiction,2021-02-01
11,,9780307987570,Random House Audio,THE STAND,Stephen King,Audio Fiction,2021-02-01
12,,9781501955846,Recorded Books,ROMANCING MISTER BRIDGERTON,Julia Quinn,Audio Fiction,2021-02-01
13,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2021-02-01
14,1549142283,9781549142284,Hachette Audio,THE SCORPION'S TAIL,Douglas Preston and Lincoln Child,Audio Fiction,2021-02-01
15,,9780593289358,Penguin Audio,THE PUSH,Ashley Audrain,Audio Fiction,2021-02-01
1,,9780593396964,Random House Audio,READY PLAYER TWO,Ernest Cline,Audio Fiction,2021-01-01
2,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2021-01-01
3,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2021-01-01
4,,9781250759788,Macmillan Audio,RHYTHM OF WAR,Brandon Sanderson,Audio Fiction,2021-01-01
5,,9781774246320,Podium Audio,BRUSHFIRE,Craig Alanson,Audio Fiction,2021-01-01
6,,9780593340233,Penguin Audio,THE MIDNIGHT LIBRARY,Matt Haig,Audio Fiction,2021-01-01
7,,9780593168554,Random House Audio,A TIME FOR MERCY,John Grisham,Audio Fiction,2021-01-01
8,,9780307987570,Random House Audio,THE STAND,Stephen King,Audio Fiction,2021-01-01
9,,9781797105833,Simon & Schuster Audio,ANXIOUS PEOPLE,Fredrik Backman,Audio Fiction,2021-01-01
10,1478999322,9781478999324,Hachette Audio,DAYLIGHT,David Baldacci,Audio Fiction,2021-01-01
11,,9781250770301,Macmillan Audio,THE AWAKENING,Nora Roberts,Audio Fiction,2021-01-01
12,,9781501938788,Recorded Books,THE DUKE AND I,Julia Quinn,Audio Fiction,2021-01-01
13,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2021-01-01
14,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2021-01-01
15,,9780307913159,Random House Audio,READY PLAYER ONE,Ernest Cline,Audio Fiction,2021-01-01
1,,9780593396964,Random House Audio,READY PLAYER TWO,Ernest Cline,Audio Fiction,2020-12-01
2,,9781250759788,Macmillan Audio,RHYTHM OF WAR,Brandon Sanderson,Audio Fiction,2020-12-01
3,1549129007,9781549129001,Hachette Audio,THE LAW OF INNOCENCE,Michael Connelly,Audio Fiction,2020-12-01
4,,9780593168554,Random House Audio,A TIME FOR MERCY,John Grisham,Audio Fiction,2020-12-01
5,,9781797113081,Simon & Schuster Audio,FORTUNE AND GLORY,Janet Evanovich,Audio Fiction,2020-12-01
6,,9780593339725,Random House Audio,THE SENTINEL,Lee Child and Andrew Child,Audio Fiction,2020-12-01
7,1478999322,9781478999324,Hachette Audio,DAYLIGHT,David Baldacci,Audio Fiction,2020-12-01
8,0062985051,9780062985057,HarperAudio,THE GUEST LIST,Lucy Foley,Audio Fiction,2020-12-01
9,,9781250770301,Macmillan Audio,THE AWAKENING,Nora Roberts,Audio Fiction,2020-12-01
10,0525640371,9780525640370,Penguin Audio,WHERE THE CRAWDADS SING,Delia Owens,Audio Fiction,2020-12-01
11,,9781797105833,Simon & Schuster Audio,ANXIOUS PEOPLE,Fredrik Backman,Audio Fiction,2020-12-01
12,,9781250777959,Macmillan Audio,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Audio Fiction,2020-12-01
13,,9780525637141,Penguin Audio,THE VANISHING HALF,Brit Bennett,Audio Fiction,2020-12-01
14,,9780593287378,Random House Audio,TOM CLANCY: SHADOW OF THE DRAGON,Marc Cameron,Audio Fiction,2020-12-01
15,1478992670,9781478992677,Hachette Audio,THE RETURN,Nicholas Sparks,Audio Fiction,2020-12-01
1,0593146239,9780593146231,Penguin Audio,WILL,Will Smith with Mark Manson,Audio Nonfiction,current
2,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,current
3,0063076128,9780063076129,HarperAudio,THE STORYTELLER,Dave Grohl,Audio Nonfiction,current
4,0593452283,9780593452288,Random House Audio,THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",Audio Nonfiction,current
5,0593290747,9780593290743,Random House Audio,ALL ABOUT ME!,Mel Brooks,Audio Nonfiction,current
6,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,current
7,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,current
8,,DBKACX0286289,Skyhorse,THE REAL ANTHONY FAUCI,Robert F. Kennedy Jr,Audio Nonfiction,current
9,0062796232,9780062796233,HarperAudio,SAPIENS,Yuval Noah Harari,Audio Nonfiction,current
10,,9781250818669,Macmillan Audio,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,Audio Nonfiction,current
11,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,current
12,,9780593162392,Random House Audio,EMPIRE OF PAIN,Patrick Radden Keefe,Audio Nonfiction,current
13,,9780593394762,Penguin Audio,THINK AGAIN,Adam Grant,Audio Nonfiction,current
14,,9780593153895,Random House Audio,CRYING IN H MART,Michelle Zauner,Audio Nonfiction,current
15,,9781603932158,Audible Studios,BORN A CRIME,Trevor Noah,Audio Nonfiction,current
1,0593146239,9780593146231,Penguin Audio,WILL,Will Smith with Mark Manson,Audio Nonfiction,2021-12-01
2,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,2021-12-01
3,0063076128,9780063076129,HarperAudio,THE STORYTELLER,Dave Grohl,Audio Nonfiction,2021-12-01
4,0593452283,9780593452288,Random House Audio,THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",Audio Nonfiction,2021-12-01
5,,9781549151200,Hachette Audio,GOING THERE,Katie Couric,Audio Nonfiction,2021-12-01
6,0593559088,9780593559086,Penguin Audio,BETRAYAL,Jonathan Karl,Audio Nonfiction,2021-12-01
7,,9781250818669,Macmillan Audio,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,Audio Nonfiction,2021-12-01
8,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,2021-12-01
9,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,2021-12-01
10,0062796232,9780062796233,HarperAudio,SAPIENS,Yuval Noah Harari,Audio Nonfiction,2021-12-01
11,,DBKACX0286289,Skyhorse,THE REAL ANTHONY FAUCI,Robert F. Kennedy Jr,Audio Nonfiction,2021-12-01
12,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,2021-12-01
13,,9781797136561,Simon & Schuster Audio,BOTH/AND,Huma Abedin,Audio Nonfiction,2021-12-01
14,0593509900,9780593509906,Penguin Audio,WOKE RACISM,John McWhorter,Audio Nonfiction,2021-12-01
15,,9780593156070,Random House Audio,UNTAMED,Glennon Doyle,Audio Nonfiction,2021-12-01
1,0063076128,9780063076129,HarperAudio,THE STORYTELLER,Dave Grohl,Audio Nonfiction,2021-11-01
2,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,2021-11-01
3,0593508610,9780593508619,Random House Audio,MIDNIGHT IN WASHINGTON,Adam Schiff,Audio Nonfiction,2021-11-01
4,,9781797137971,Simon & Schuster Audio,PERIL,Bob Woodward and Robert Costa,Audio Nonfiction,2021-11-01
5,,9781549151200,Hachette Audio,GOING THERE,Katie Couric,Audio Nonfiction,2021-11-01
6,1549108212,9781549108211,Hachette Audio,A CARNIVAL OF SNACKERY,David Sedaris,Audio Nonfiction,2021-11-01
7,0062964658,9780062964656,HarperAudio,VANDERBILT,Anderson Cooper and Katherine Howe,Audio Nonfiction,2021-11-01
8,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,2021-11-01
9,,9780063142961,HarperAudio,I'LL TAKE YOUR QUESTIONS NOW,Stephanie Grisham,Audio Nonfiction,2021-11-01
10,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,2021-11-01
11,0063065274,9780063065277,HarperAudio,THE BOYS,Ron Howard and Clint Howard,Audio Nonfiction,2021-11-01
12,,9780358578499,HarperAudio,THERE IS NOTHING FOR YOU HERE,Fiona Hill,Audio Nonfiction,2021-11-01
13,1797123475,9781797123479,Simon & Schuster Audio,TASTE,Stanley Tucci,Audio Nonfiction,2021-11-01
14,,9781603932158,Audible Studios,BORN A CRIME,Trevor Noah,Audio Nonfiction,2021-11-01
15,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,2021-11-01
1,,9781797137971,Simon & Schuster Audio,PERIL,Bob Woodward and Robert Costa,Audio Nonfiction,2021-10-01
2,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,2021-10-01
3,059345765X,9780593457658,Penguin Audio,A HUNTER-GATHERER'S GUIDE TO THE 21ST CENTURY,Heather Heying and Bret Weinstein,Audio Nonfiction,2021-10-01
4,0062964658,9780062964656,HarperAudio,VANDERBILT,Anderson Cooper and Katherine Howe,Audio Nonfiction,2021-10-01
5,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,2021-10-01
6,0062979965,9780062979964,HarperAudio,YOU GOT ANYTHING STRONGER?,Gabrielle Union with Kevin Carr O’Leary,Audio Nonfiction,2021-10-01
7,,9781524703196,Random House Audio,BASED ON A TRUE STORY,Norm Macdonald,Audio Nonfiction,2021-10-01
8,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,2021-10-01
9,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,2021-10-01
10,,9781797122083,Simon & Schuster Audio,AMERICAN MARXISM,Mark R. Levin,Audio Nonfiction,2021-10-01
11,,9781797131528,Simon & Schuster Audio,THE AFGHANISTAN PAPERS,Craig Whitlock,Audio Nonfiction,2021-10-01
12,,9780593409220,Penguin Audio,DOPAMINE NATION,Anna Lembke,Audio Nonfiction,2021-10-01
13,,9780593156070,Random House Audio,UNTAMED,Glennon Doyle,Audio Nonfiction,2021-10-01
14,,9780525633723,Random House Audio,A PROMISED LAND,Barack Obama,Audio Nonfiction,2021-10-01
15,,9781603932158,Audible Studios,BORN A CRIME,Trevor Noah,Audio Nonfiction,2021-10-01
1,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,2021-09-01
2,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,2021-09-01
3,,9781797122083,Simon & Schuster Audio,AMERICAN MARXISM,Mark R. Levin,Audio Nonfiction,2021-09-01
4,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,2021-09-01
5,0063018985,9780063018983,HarperAudio,BREATHE,Rickson Gracie with Peter Maguire,Audio Nonfiction,2021-09-01
6,0593505069,9780593505069,Penguin Audio,I ALONE CAN FIX IT,Carol Leonnig and Philip Rucker,Audio Nonfiction,2021-09-01
7,,9781508296539,Simon & Schuster Audio,THE LONG SLIDE,Tucker Carlson,Audio Nonfiction,2021-09-01
8,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,2021-09-01
9,,9780593156070,Random House Audio,UNTAMED,Glennon Doyle,Audio Nonfiction,2021-09-01
10,0593400240,9780593400241,Random House Audio,MEATEATER'S CAMPFIRE STORIES: CLOSE CALLS,Steven Rinella,Audio Nonfiction,2021-09-01
11,,9780525633723,Random House Audio,A PROMISED LAND,Barack Obama,Audio Nonfiction,2021-09-01
12,0063001853,9780063001855,HarperAudio,THE AUTHORITARIAN MOMENT,Ben Shapiro,Audio Nonfiction,2021-09-01
13,,9781250824318,Macmillan Audio,THE RECKONING,Mary L. Trump,Audio Nonfiction,2021-09-01
14,,9781603932158,Audible Studios,BORN A CRIME,Trevor Noah,Audio Nonfiction,2021-09-01
15,0062796232,9780062796233,HarperAudio,SAPIENS,Yuval Noah Harari,Audio Nonfiction,2021-09-01
1,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,2021-08-01
2,0593505069,9780593505069,Penguin Audio,I ALONE CAN FIX IT,Carol Leonnig and Philip Rucker,Audio Nonfiction,2021-08-01
3,,9781797122083,Simon & Schuster Audio,AMERICAN MARXISM,Mark R. Levin,Audio Nonfiction,2021-08-01
4,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,2021-08-01
5,,9781250832801,Macmillan Audio,LANDSLIDE,Michael Wolff,Audio Nonfiction,2021-08-01
6,0593413105,9780593413104,Penguin Audio,THIS IS YOUR MIND ON PLANTS,Michael Pollan,Audio Nonfiction,2021-08-01
7,0593400240,9780593400241,Random House Audio,MEATEATER'S CAMPFIRE STORIES: CLOSE CALLS,Steven Rinella,Audio Nonfiction,2021-08-01
8,1549102354,9781549102356,Hachette Audio,"FRANKLY, WE DID WIN THIS ELECTION",Michael C. Bender,Audio Nonfiction,2021-08-01
9,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,2021-08-01
10,0063001853,9780063001855,HarperAudio,THE AUTHORITARIAN MOMENT,Ben Shapiro,Audio Nonfiction,2021-08-01
11,0063049112,9780063049116,HarperAudio,HOW I SAVED THE WORLD,Jesse Watters,Audio Nonfiction,2021-08-01
12,,9780593156070,Random House Audio,UNTAMED,Glennon Doyle,Audio Nonfiction,2021-08-01
13,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,2021-08-01
14,,9780525633723,Random House Audio,A PROMISED LAND,Barack Obama,Audio Nonfiction,2021-08-01
15,1735803227,9781735803227,Pushkin Industries,THE BOMBER MAFIA,Malcolm Gladwell,Audio Nonfiction,2021-08-01
1,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,2021-07-01
2,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,2021-07-01
3,,9780525633723,Random House Audio,A PROMISED LAND,Barack Obama,Audio Nonfiction,2021-07-01
4,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,2021-07-01
5,1735803227,9781735803227,Pushkin Industries,THE BOMBER MAFIA,Malcolm Gladwell,Audio Nonfiction,2021-07-01
6,,9781984890160,Random House Audio,YEARBOOK,Seth Rogen,Audio Nonfiction,2021-07-01
7,,9780593156070,Random House Audio,UNTAMED,Glennon Doyle,Audio Nonfiction,2021-07-01
8,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,2021-07-01
9,1549123416,9781549123412,Hachette Audio,HOW THE WORD IS PASSED,Clint Smith,Audio Nonfiction,2021-07-01
10,,9780593339800,Penguin Audio,CASTE,Isabel Wilkerson,Audio Nonfiction,2021-07-01
11,,9781603932158,Audible Studios,BORN A CRIME,Trevor Noah,Audio Nonfiction,2021-07-01
12,,9780593411988,Random House Audio,AFTER THE FALL,Ben Rhodes,Audio Nonfiction,2021-07-01
13,,9780593394762,Penguin Audio,THINK AGAIN,Adam Grant,Audio Nonfiction,2021-07-01
14,,DBKADBL052513,Audible Studios,THE PREMONITION,Michael Lewis,Audio Nonfiction,2021-07-01
15,0062796232,9780062796233,HarperAudio,SAPIENS,Yuval Noah Harari,Audio Nonfiction,2021-07-01
1,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,2021-06-01
2,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,2021-06-01
3,,9781984890160,Random House Audio,YEARBOOK,Seth Rogen,Audio Nonfiction,2021-06-01
4,,DBKADBL052513,Audible Studios,THE PREMONITION,Michael Lewis,Audio Nonfiction,2021-06-01
5,,9781250781307,Macmillan Audio,KILLING THE MOB,Bill O'Reilly and Martin Dugard,Audio Nonfiction,2021-06-01
6,1735803227,9781735803227,Pushkin Industries,THE BOMBER MAFIA,Malcolm Gladwell,Audio Nonfiction,2021-06-01
7,,9780593412107,Random House Audio,ZERO FAIL,Carol Leonnig,Audio Nonfiction,2021-06-01
8,,9780525633723,Random House Audio,A PROMISED LAND,Barack Obama,Audio Nonfiction,2021-06-01
9,0062796232,9780062796233,HarperAudio,SAPIENS,Yuval Noah Harari,Audio Nonfiction,2021-06-01
10,,9780593156070,Random House Audio,UNTAMED,Glennon Doyle,Audio Nonfiction,2021-06-01
11,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,2021-06-01
12,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,2021-06-01
13,,9780593408537,Penguin Audio,THE ANTHROPOCENE REVIEWED,John Green,Audio Nonfiction,2021-06-01
14,,9781984832061,Random House Audio,NOISE,"Daniel Kahneman, Olivier Sibony and Cass R. Sunstein",Audio Nonfiction,2021-06-01
15,,9780593339800,Penguin Audio,CASTE,Isabel Wilkerson,Audio Nonfiction,2021-06-01
1,,9780593294185,Random House Audio,GREENLIGHTS,Matthew McConaughey,Audio Nonfiction,2021-05-01
2,,9781250260635,Macmillan Audio,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Audio Nonfiction,2021-05-01
3,,9781250752291,Macmillan Audio,ON THE HOUSE,John Boehner,Audio Nonfiction,2021-05-01
4,1735803227,9781735803227,Pushkin Industries,THE BOMBER MAFIA,Malcolm Gladwell,Audio Nonfiction,2021-05-01
5,,9780525633723,Random House Audio,A PROMISED LAND,Barack Obama,Audio Nonfiction,2021-05-01
6,,9780593340103,Random House Audio,BROKEN HORSES,Brandi Carlile,Audio Nonfiction,2021-05-01
7,,9781250790934,Macmillan Audio,BROKEN,Jenny Lawson,Audio Nonfiction,2021-05-01
8,,9780593339800,Penguin Audio,CASTE,Isabel Wilkerson,Audio Nonfiction,2021-05-01
9,,9780593394762,Penguin Audio,THINK AGAIN,Adam Grant,Audio Nonfiction,2021-05-01
10,1427264309,9781427264305,Macmillan Audio,EXTREME OWNERSHIP,Jocko Willink and Leif Babin,Audio Nonfiction,2021-05-01
11,,9781603932158,Audible Studios,BORN A CRIME,Trevor Noah,Audio Nonfiction,2021-05-01
12,,9780593156070,Random House Audio,UNTAMED,Glennon Doyle,Audio Nonfiction,2021-05-01
13,,9781797117058,Simon & Schuster Audio,THE CODE BREAKER,Walter Isaacson,Audio Nonfiction,2021-05-01
14,,9780593412701,Penguin Audio,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Audio Nonfiction,2021-05-01
15,,9781797113005,Simon & Schuster Audio,BEAUTIFUL THINGS,Hunter Biden,Audio Nonfiction,2021-05-01
